subject_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mean,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mean,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mean,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mean,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max
50012,0.553160250187,10.5931587219,0.461936187658,187.8203125,4.09118,3.9755,4.23447,4.06775,0.191781695916,0.431533650075,0.37668465401,0.91791665554,0.458690655231,0.0,0.0037598239469,79846.2734375,147485.734375,58910.9726562,176,256,256,2.04574043834,9.57436716197,10.2869810474,19.2408355418,7.42543580133,13.6440390056,13.3274938035,18.9130066036,1.05000007153,1.05078125,1.05078125,-0.00650576668013,8.01900100708,0.0,21.0,7.08071565628,38.6354816251,145.304351807,69.0,223.0,71.0112457275,-0.517668763307,236.952011108,161.0,324.0,48.8671226501,-0.356779424747,348.486785889,256.0,427.0,51.6672668457,0.264476590096,0.551752399705,0.626145303665,0.623693379791
50013,0.551017582417,9.30215740204,0.451668721963,199.521850586,3.80874,3.78323,3.84214,3.80108,0.141265855483,0.511613875364,0.347120269153,1.09711050987,0.512326869369,0.0,0.00429782164492,69775.171875,112980.976562,69702.59375,176,256,256,1.33298455521,10.3740179803,9.03760308959,15.4058067333,8.51424244411,14.5806421649,14.6531240044,20.8644874043,1.05000007153,1.05078125,1.05078125,3.90577700155,7.75503206253,0.0,20.0,7.20667934418,50.6779416654,144.986495972,69.0,251.0,98.8544158936,-0.0703856476922,221.509277344,159.0,304.0,43.381023407,-0.471414139097,336.805236816,248.0,415.0,50.7801322937,0.219935492725,0.577222484954,0.605521396144,0.669921875
50014,0.593697428703,6.85334348679,0.461964197843,112.796569824,3.86198,3.90971,3.81461,3.86221,0.183424874255,0.479348332777,0.337226792968,0.941187262535,0.476328516006,0.0,0.00124252213262,85262.71875,132582.5625,71389.734375,176,256,256,2.14561684409,10.8633694473,9.60037072155,15.7921258732,7.48909769006,14.136663556,13.7494973615,19.6227308384,1.05000007153,1.05078125,1.05078125,-0.0663462560664,7.55441474915,0.0,20.0,6.8073720932,47.0761881233,137.690307617,68.0,213.0,72.6616973877,-0.111802314839,223.165374756,158.0,305.0,43.5249137878,-0.533291414141,335.247711182,246.0,412.0,51.3673019409,0.24920822925,0.561320624698,0.577357384199,0.717573221757
50015,0.650752604008,4.87337398529,0.504784308143,102.063087463,3.92456,3.87864,3.91033,3.98549,0.181333255116,0.467712215568,0.350954529317,1.20505285263,0.598478710651,0.0,0.00355202828321,79637.265625,135275.4375,81500.296875,176,256,256,2.07195730321,10.4438710473,8.62202431419,13.3502445921,6.40080756189,11.8754239198,11.6531560507,16.6832366703,1.05000007153,1.05078125,1.05078125,2.09600695491,10.0917444229,0.0,26.0,8.8131313324,70.897904424,131.507217407,65.0,202.0,67.7826004028,-0.168120228372,218.360748291,154.0,301.0,43.9544830322,-0.446593128486,325.403533936,236.0,409.0,52.826751709,0.255728808732,0.565579145854,0.590882659587,0.639742552086
50016,0.557290017605,4.50208425522,0.530975528549,72.6223373413,4.1434,4.11749,4.15406,4.15879,0.198510405072,0.439400212361,0.362089382567,0.898705244064,0.443326613307,0.0,0.00462600636021,114304.625,178800.96875,78131.0546875,176,256,256,2.01387097309,10.2032028138,10.1569378743,18.2537398359,10.4117613741,17.25721394,17.1760579188,23.8591984422,1.05000007153,1.05078125,1.05078125,1.41168530508,8.4869222641,0.0,20.0,6.42943763733,55.364213085,123.743438721,63.0,185.0,61.5371246338,-0.0238682022609,197.871841431,139.0,272.0,39.4178695679,-0.375173372343,294.485992432,221.0,362.0,42.9340782166,0.221653763672,0.53799264619,0.582592752421,0.652173913043
50017,0.73568302393,3.29443860054,0.548323205055,60.7482566833,4.0148,3.8893,4.23198,3.93167,0.175348197313,0.43519266845,0.389459134237,1.22778844833,0.711689910293,0.0,0.00360298512472,89093.75,150125.0625,105362.226562,176,256,256,1.76184341879,9.86561891412,7.70402520652,11.4846132866,6.87246244389,12.5970694703,12.2473873485,17.2726301313,1.05000007153,1.05078125,1.05078125,9.20782254898,10.8094415665,0.0,28.0,9.8043794632,41.3799688559,125.84161377,57.0,201.0,72.4923248291,-0.286537298502,208.344497681,138.0,296.0,46.8053321838,-0.460754998673,312.667480469,220.0,397.0,54.74036026,0.231977610834,0.520624120636,0.579616279991,0.672340425532
50019,0.620977401733,3.4237010479,0.575615487436,31.5597038269,4.18384,4.10997,4.3388,4.10692,0.213981849159,0.413780145389,0.372238005453,1.20923650265,0.51426962316,0.000736375860338,0.00214356057383,97257.5078125,172757.953125,82996.09375,176,256,256,3.02810653597,9.82631768973,9.76919186302,16.4531513633,8.28486792972,15.0478428624,14.7009651508,20.7701846604,1.05000007153,1.05078125,1.05078125,206.7626917,11.132891655,0.0,26.0,11.3461380005,54.0057481424,134.95362854,72.0,198.0,50.0717658997,-0.147103190978,223.439178467,161.0,299.0,41.0751914978,-0.368377927742,327.958190918,251.0,402.0,46.010307312,0.236302191774,0.531229353621,0.611308268352,0.654223968566
50020,0.669113337994,4.28974580765,0.512413511504,117.494506836,3.92047,3.9577,4.00653,3.80017,0.18938761947,0.428557442172,0.382054938358,1.16088008881,0.607532575727,0.000197572282158,0.00291811640659,85097.9921875,141116.1875,79752.4609375,176,256,256,2.87481104327,10.4369232691,9.17163524202,14.2031714137,7.35469857287,13.5338819613,13.070972604,18.3243372777,1.05000007153,1.05078125,1.05078125,12.2496850213,9.18311405182,0.0,23.0,7.9269528389,41.9183919503,143.201278687,69.0,221.0,64.4046173096,-0.319341351222,234.21156311,165.0,322.0,46.9395637512,-0.410936483029,341.505615234,250.0,422.0,52.6549186707,0.247135430573,0.536273932687,0.604627358863,0.664122137405
50022,0.564501583576,4.84522294998,0.519098573584,78.1918869019,4.11926,4.06487,4.23477,4.06052,0.173701853208,0.473284373269,0.353013773523,0.978685319424,0.49232429266,2.4586278421e-05,0.00108607736319,89555.5390625,148213.796875,72460.578125,176,256,256,1.82158250443,10.2236665801,9.19185039553,15.530302102,9.69960410636,16.3552651247,16.365080839,23.0403732858,1.05000007153,1.05078125,1.05078125,8.15361514308,10.3619623184,0.0,24.0,8.34505558014,41.2113456229,151.562484741,76.0,228.0,76.8075180054,-0.0265952058489,242.066299438,165.0,331.0,48.6020355225,-0.265072141349,367.635345459,274.0,447.0,53.5370063782,0.233626772744,0.566824100039,0.600211498228,0.685454545455
50023,0.513966083527,7.04885721207,0.475024724582,125.827438354,3.98631,3.96857,4.028,3.9627,0.154138754304,0.493230106049,0.352631139647,0.869834005833,0.416331231594,0.0,0.00533511987297,77539.71875,132962.5625,65061.84375,176,256,256,1.66557504194,9.7500881921,9.85655895633,18.154013635,10.0327690192,16.5419234598,16.7242217776,23.5979728538,1.05000007153,1.05078125,1.05078125,3.23699489965,8.22692584991,0.0,21.0,7.11186122894,44.1421892223,147.540710449,72.0,248.0,94.0745239258,-0.0603544696773,224.843811035,156.0,307.0,44.6131248474,-0.378883338031,343.54574585,259.0,418.0,48.8590545654,0.209538940541,0.571262558027,0.594574930311,0.702
50024,0.525633573532,5.73591756821,0.507675334102,40.7922973633,4.03722,3.99767,4.06522,4.04909,0.212555598421,0.444730839607,0.342713561972,0.97535687685,0.432465544343,0.0,0.00481748987073,85936.8359375,147685.015625,60133.4453125,176,256,256,1.92370264849,9.38830334868,9.9623688446,18.5751005366,9.58526146986,18.3474223968,17.9986926509,26.0633940861,1.05000007153,1.05078125,1.05078125,0.868374687188,8.57874393463,0.0,20.0,6.66816997528,53.721927926,126.69997406,63.0,192.0,69.5013809204,-0.0642968960031,214.678359985,146.0,288.0,41.5958862305,-0.145587575362,325.171020508,245.0,391.0,44.8779754639,0.252286948476,0.558427247218,0.617164442357,0.697916666667
50025,0.593336880207,7.77008247375,0.445817776309,192.397567749,4.37556,4.29917,4.51492,4.31586,0.222928161353,0.416056223461,0.361015615186,0.772079467773,0.341467797756,0.0,0.00142791345108,71426.7734375,123489.851562,52992.2695312,176,256,256,1.79056586204,9.71113718953,9.97863310866,18.4341962744,9.15416374375,17.2499688612,16.6533870038,23.5560284065,1.05000007153,1.05078125,1.05078125,0.734757477566,6.42867660522,0.0,17.0,5.89914035797,40.6370362126,112.891815186,54.0,174.0,58.9381408691,-0.230302023288,199.357757568,131.0,264.0,38.8888397217,-0.152470347176,294.919769287,222.0,350.0,40.1928863525,0.238255371563,0.556078699679,0.634607086217,0.794270833333
50026,0.618123292923,4.93318080902,0.511579607277,100.215423584,4.02183,3.88773,4.18046,4.00268,0.185799604373,0.462114398456,0.352085997171,1.11664533615,0.549281382561,1.78224754145e-06,0.00426648137083,96736.859375,149839.984375,80953.015625,176,256,256,1.53599105324,10.1651273032,8.65523296749,14.264580546,8.49899189082,15.134382257,14.925288709,21.1424919793,1.05000007153,1.05078125,1.05078125,2.42883087324,9.11260318756,0.0,22.0,7.25190401077,46.7871871208,133.434371948,67.0,203.0,76.6036605835,-0.173601744468,211.325637817,147.0,292.0,42.8989677429,-0.382900615088,318.867736816,235.0,395.0,48.7399787903,0.245559386011,0.561232693019,0.595496651667,0.638506876228
50027,0.549335479736,15.2342453003,0.413950001942,325.222229004,3.83616,3.85628,3.83541,3.81691,0.131536699708,0.517489036504,0.350974263788,0.848245501518,0.42224265337,0.0,0.006114576038,56975.2695312,99779.6953125,61021.9726562,176,256,256,1.50924442183,11.0423685849,9.53809121337,16.0626606334,10.9657232737,18.279959852,18.3244981859,25.727811432,1.05000007153,1.05078125,1.05078125,-0.0594843833871,5.81689023972,0.0,16.0,5.72722244263,32.9338031423,148.307189941,67.0,279.0,94.5766296387,0.0375805632324,222.526275635,157.0,303.0,42.8845977783,-0.513439524182,335.407165527,248.0,407.0,49.9888038635,0.206020460422,0.571822251699,0.603631695856,0.766146993318
50028,0.51666790247,7.42524576187,0.480623755405,167.606735229,4.07802,4.01309,4.19587,4.0276,0.157496332109,0.49054648494,0.351957182951,0.893247008324,0.438039839268,0.0,0.00252400673993,84569.40625,147913.984375,73830.984375,176,256,256,1.5227271273,9.47395947635,9.284364637,16.8564073073,9.87160245395,18.0244663666,17.9982648997,26.0987258786,1.05000007153,1.05078125,1.05078125,1.16799683738,7.8443069458,0.0,19.0,6.30323553085,46.2490320864,130.370681763,65.0,208.0,79.7787094116,-0.0290567701091,204.429519653,142.0,280.0,40.9330406189,-0.415869172722,318.405883789,236.0,389.0,47.2649307251,0.245534835322,0.577807099905,0.611953544203,0.688421052632
50029,0.523340821266,6.83281755447,0.491554234906,166.145111084,3.87886,3.89278,3.87396,3.86988,0.138022356865,0.526217582399,0.335760060736,1.0098079443,0.568642687798,0.0,0.00405300441102,78031.15625,129762.8125,79490.8828125,176,256,256,1.51307386083,10.854242249,9.16604671008,15.1308240204,9.19570156796,16.7844902147,16.7470384763,24.2609236461,1.05000007153,1.05078125,1.05078125,3.18104750441,8.74856281281,0.0,20.0,6.36672306061,40.4225131673,135.202926636,63.0,233.0,88.1497268677,-0.03694040664,211.199981689,149.0,297.0,44.4405632019,-0.441441894192,323.639465332,234.0,404.0,51.5464668274,0.240412479176,0.583351184538,0.589239607564,0.660642570281
50030,0.531100571156,7.31153774261,0.467635765142,108.673446655,4.20625,4.2263,4.23979,4.15319,0.206475834384,0.436721887781,0.356802277835,0.802361607552,0.358880630136,0.0,0.00563275521815,89782.4296875,151994.953125,62543.4257812,176,256,256,1.73746902971,9.37251596284,10.2206268475,19.5518955499,10.8348118795,19.6311193957,19.3916208727,27.708931343,1.05000007153,1.05078125,1.05078125,0.113513262745,7.18401956558,0.0,18.0,5.87497615814,47.1640162634,117.351448059,58.0,177.0,62.0213508606,0.0121417148056,198.672454834,138.0,266.0,37.7627029419,-0.358264705703,301.233001709,230.0,362.0,40.8872871399,0.233187496588,0.551398029431,0.610224581212,0.712643678161
50031,0.569713234901,9.71903324127,0.445623084304,258.375488281,3.90464,3.91491,3.93881,3.8606,0.158547723126,0.493446535891,0.348005740983,0.869743049145,0.436481654644,0.0,0.00405494182681,82937.3046875,131144.515625,77082.15625,176,256,256,1.43472555663,10.1468018269,9.04527784238,15.5543061436,10.2952759629,17.8808441092,17.8675551487,25.4265453741,1.05000007153,1.05078125,1.05078125,1.1992090681,7.83354949951,0.0,20.0,6.56901168823,35.7426364383,135.034408569,63.0,249.0,91.8919219971,-0.0542707354001,205.94039917,140.0,282.0,41.8570785522,-0.315539785447,315.90045166,231.0,388.0,48.5311889648,0.250157263135,0.58156926832,0.603708155227,0.670124481328
50032,0.566431522369,4.91830396652,0.509306821269,129.900863647,4.25629,4.18025,4.35958,4.23105,0.183594794866,0.437103688874,0.37930151626,0.908795714378,0.439397335052,0.0,0.004188021031,83358.2890625,154075.234375,69659.1875,176,256,256,2.163586451,10.4628345247,10.2619011583,18.1592824994,10.0827484576,17.822546147,17.423180322,24.3642463615,1.05000007153,1.05078125,1.05078125,1.13162933202,8.49371242523,0.0,20.0,6.34538984299,52.0205060354,127.590446472,64.0,193.0,58.547908783,-0.128089250963,208.475021362,152.0,284.0,39.1120605469,-0.467164191602,306.634002686,231.0,375.0,43.71144104,0.256018649517,0.557714832934,0.623555429001,0.706546275395
50033,0.567602574825,8.23461151123,0.462677679495,140.695907593,4.06517,3.99112,4.13394,4.07171,0.143759630669,0.484871600906,0.371368768425,1.02877795696,0.465519285202,0.0,0.00395554942854,71123.4453125,124446.28125,72414.9765625,176,256,256,1.55721783199,9.86085606276,9.09783521456,15.8754317489,11.7062441755,18.1639313642,18.5535801509,25.7905649129,1.05000007153,1.05078125,1.05078125,1.79877570706,7.85798311234,0.0,19.0,6.49803209305,32.0580811317,150.389434814,73.0,273.0,97.0514755249,-0.126227750734,218.767700195,158.0,298.0,41.8816146851,-0.475542375377,330.833099365,249.0,403.0,47.3647193909,0.202304659818,0.571028905566,0.604170307561,0.673306772908
50034,0.510804653168,7.76172733307,0.467896981335,78.2116928101,3.96781,4.01131,3.97461,3.91807,0.16369935742,0.476014751898,0.360285890682,0.905253410339,0.416839382052,0.0,0.00250366763684,82205.328125,139931.34375,64451.3007812,176,256,256,1.73551895164,9.66017200786,9.67305715016,17.623480491,10.6884196029,17.4527041118,17.7083044831,24.9837897344,1.05000007153,1.05078125,1.05078125,0.774888920474,7.22255897522,0.0,18.0,6.17603254318,48.2232381339,136.497787476,68.0,200.0,74.2035064697,-0.0691414604485,211.252685547,149.0,286.0,40.3743629456,-0.245771574378,319.965057373,243.0,387.0,43.9319915771,0.220771830802,0.559400811676,0.599156565657,0.730512249443
50035,0.570185780525,5.06964254379,0.500064768831,106.487281799,4.12293,4.0744,4.22488,4.07137,0.175669549887,0.45429445052,0.370035999593,1.0803129673,0.546040606499,0.0,0.000319284730553,78054.46875,149359.21875,69608.0078125,176,256,256,2.25648861129,10.6316998412,9.99043252567,17.0831091245,9.47474594019,16.9909797404,16.6141130309,23.3766134121,1.05000007153,1.05078125,1.05078125,0.0741287807397,8.72063159943,0.0,20.0,6.43060398102,37.6467869637,141.560379028,68.0,218.0,65.4249038696,-0.347423531359,227.851486206,160.0,311.0,45.1746559143,-0.344854592568,334.666992188,244.0,411.0,50.9330406189,0.246977054757,0.549483011005,0.592721771152,0.644736842105
50036,0.623578310013,8.48190593719,0.449735877744,272.975769043,3.8714,3.77841,3.97001,3.86814,0.137731019197,0.489961011923,0.372307968881,0.89317214489,0.458270850778,0.0,0.00249539509985,72648.9609375,120275.1875,77649.546875,176,256,256,1.60431585974,10.9740503439,9.13868456955,14.837687505,11.2569611952,17.2959267322,17.4476599231,23.7900918419,1.05000007153,1.05078125,1.05078125,0.249610445087,6.85344076157,0.0,17.0,5.81293439865,25.9561327689,145.673828125,68.0,276.0,87.7256851196,-0.173262555006,208.094146729,147.0,286.0,41.3580245972,-0.533852272617,307.135192871,226.0,376.0,46.7169113159,0.204435586586,0.568449761943,0.598876306428,0.716894977169
50037,0.540415108204,5.62147855759,0.494712524712,102.707435608,3.95981,3.96242,3.96089,3.95613,0.171604732039,0.473068958106,0.355326309855,0.904268920422,0.446739840508,0.0,0.00325515706786,94033.2421875,143071.359375,65690.6015625,176,256,256,1.34952053774,10.556353046,10.0437937078,18.2255075397,9.54366156262,16.0088295741,15.8748903682,22.0721799678,1.05000007153,1.05078125,1.05078125,1.27860050175,7.4510641098,0.0,18.0,6.22665739059,47.5451494318,125.262413025,59.0,190.0,76.4626922607,-0.105910465744,195.167251587,136.0,268.0,38.7874526978,-0.381789811416,291.663696289,221.0,356.0,41.0432548523,0.228814649064,0.571522936005,0.61313650415,0.665919282511
50038,0.549779057503,8.02658176422,0.451189471945,172.170074463,3.94469,3.96602,3.98011,3.88856,0.164557986962,0.493316570475,0.342125442563,0.976231336594,0.478781798482,0.0,0.00250004591121,74178.875,121544.140625,62101.5546875,176,256,256,2.1914014342,10.92931328,9.95357554268,16.7400119138,9.12843571209,14.9047912779,14.9162287882,20.7154593745,1.05000007153,1.05078125,1.05078125,0.499010062264,6.30617141724,0.0,17.0,5.75042915344,45.4919786838,131.346069336,65.0,201.0,71.2540359497,-0.0440902941631,202.93812561,145.0,277.0,38.9959526062,-0.464715759056,302.844421387,228.0,369.0,43.5810966492,0.225449279546,0.577808549222,0.605121926363,0.683628318584
50039,0.588970601559,4.79811000824,0.520814692535,67.7113265991,4.26711,4.19167,4.45424,4.16142,0.196872193711,0.424149682464,0.378978123826,1.10132324696,0.441205644608,0.0,0.00432528076919,76338.3046875,145145.46875,64183.2265625,176,256,256,2.94258856369,9.74363008079,10.1284363233,17.6990903255,10.649138184,18.4175918756,18.1770850174,25.4645249927,1.05000007153,1.05078125,1.05078125,2.53501200551,9.10988521576,0.0,21.0,6.55888843536,37.5882673469,126.183250427,65.0,186.0,48.4641990662,-0.0966223258248,206.966812134,152.0,274.0,36.1760635376,-0.457664508529,305.256256104,237.0,367.0,39.8625717163,0.247806102776,0.558913931523,0.628747315383,0.734117647059
50040,0.529927194118,6.40641403198,0.477466314393,77.1656570435,4.14558,4.1513,4.22861,4.05858,0.194745454176,0.42710014498,0.378154400844,0.880776762962,0.329460462928,0.0,0.000446646813117,78208.078125,141372.734375,57759.9492188,176,256,256,2.53906144139,9.6773986632,10.5912769172,19.5573706471,10.704015793,19.3183818227,18.9762911374,26.9064757964,1.05000007153,1.05078125,1.05078125,0.322324586168,7.73413276672,0.0,19.0,6.17776250839,44.0408280939,128.902740479,65.0,191.0,54.3142623901,-0.105237957548,214.757766724,157.0,284.0,37.6139793396,-0.298821600782,320.218231201,252.0,379.0,38.4923973083,0.247359862261,0.546612548134,0.61840236162,0.757505773672
50041,0.52965348959,7.41981601715,0.473377499369,104.845306396,4.3973,4.35335,4.4307,4.40821,0.204511100048,0.423080356046,0.372408543906,0.670047402382,0.299577105045,0.0,0.00123786100762,85842.4609375,161117.75,62418.9375,176,256,256,2.64741538482,9.21030909897,10.7163159758,20.2912234437,11.5459288857,21.0019628788,20.684914128,29.5068506196,1.05000007153,1.05078125,1.05078125,0.127357951313,7.85843324661,0.0,19.0,6.49373865128,58.4328863544,132.177276611,68.0,199.0,62.4239120483,-0.0769280285887,224.799530029,157.0,301.0,42.1371002197,-0.341844319987,338.230255127,254.0,406.0,46.630443573,0.237153472203,0.552627387511,0.617824966643,0.793181818182
